C	0000023040	A	0108A07131757	VILLA ELISA                        	000	S21329	000000000000000	000000000000002	0000000000000	0000000000000	0000000000000	000000000000002	07122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000002	
C	0000023040	A	0108A07131756	VILLA ELISA                        	000	S21329	000000000461912	000000005225336	0000000097002	0000000013857	0000000039984	000000005838091	07122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000026	
C	0000023040	C	0108A01507495	VILLA ELISA                        	000	S-CON2	000000000000000	000000000130412	0000000000000	0000000000000	0000000000000	000000000130412	07122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000001	
C	0000023040	C	0108A01507225	VILLA ELISA                        	000	S-CON2	000000000000000	000000000087074	0000000000000	0000000000000	0000000000000	000000000087074	07122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000001	
C	0000023040	A	0108A07129236	VILLA ELISA                        	000	S12300	000000000000000	000000000000001	0000000000000	0000000000000	0000000000000	000000000000001	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000001	
C	0000023040	A	0108A07129235	VILLA ELISA                        	000	S12300	000000000000000	000000000333658	0000000000000	0000000000000	0000000001668	000000000335326	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000001	
C	0000023040	A	0108A07129234	VILLA ELISA                        	000	S12300	000000000105206	000000001969033	0000000022093	0000000000000	0000000013001	000000002109333	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000007	
C	0000023040	A	0108A07129233	VILLA ELISA                        	000	S12300	000000000658176	000000010185161	0000000138219	0000000019744	0000000070670	000000011071970	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000050	
C	0000023040	A	0108A07127358	VILLA ELISA                        	000	S11329	000000000000000	000000000878944	0000000000000	0000000000000	0000000004395	000000000883339	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000002	
C	0000023040	A	0108A07127357	VILLA ELISA                        	000	S11329	000000000000000	000000000000002	0000000000000	0000000000000	0000000000000	000000000000002	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000002	
C	0000023040	A	0108A07127356	VILLA ELISA                        	000	S11329	000000000070099	000000002914955	0000000014721	0000000000000	0000000016677	000000003016452	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000015	
C	0000023040	A	0108A07127355	VILLA ELISA                        	000	S11329	000000000052585	000000000147955	0000000011043	0000000000000	0000000002318	000000000213901	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000003	
C	0000023040	A	0108A07127354	VILLA ELISA                        	000	S11329	000000000031153	000000000000000	0000000006542	0000000000000	0000000000934	000000000038629	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000002	
C	0000023040	C	0108A01506821	VILLA ELISA                        	000	S-CON2	000000000000000	000000000161300	0000000000000	0000000000000	0000000000000	000000000161300	06122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	48	000001	
C	0000023040	A	0108A07125904	VILLA ELISA                        	000	S61329	000000000136639	000000000055939	0000000028694	0000000000000	0000000004379	000000000225651	04122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000002	
C	0000023040	A	0108A07125903	VILLA ELISA                        	000	S61329	000000000671271	000000001564574	0000000140967	0000000020137	0000000027960	000000002424909	04122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000020	
C	0000023040	A	0108A07123810	VILLA ELISA                        	000	S52300	000000000148635	000000000192418	0000000031213	0000000000000	0000000005421	000000000377687	03122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000003	
C	0000023040	A	0108A07123809	VILLA ELISA                        	000	S52300	000000000748670	000000006710006	0000000157221	0000000022459	0000000056007	000000007694363	03122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000046	
C	0000023040	A	0108A07122180	VILLA ELISA                        	000	S51329	000000000148635	000000000501110	0000000031213	0000000000000	0000000006964	000000000687922	03122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000003	
C	0000023040	A	0108A07122179	VILLA ELISA                        	000	S51329	000000000204639	000000007921984	0000000042974	0000000006140	0000000045750	000000008221487	03122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000053	
C	0000023040	A	0108A07122178	VILLA ELISA                        	000	S51329	000000000000000	000000000000003	0000000000000	0000000000000	0000000000000	000000000000003	03122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000003	
C	0000023040	A	0108A07120129	VILLA ELISA                        	000	S42300	000000000050024	000000000000000	0000000010505	0000000000000	0000000001501	000000000062030	02122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000002	
C	0000023040	A	0108A07120128	VILLA ELISA                        	000	S42300	000000000148635	000000000210171	0000000031213	0000000000000	0000000005510	000000000395529	02122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000003	
C	0000023040	A	0108A07120127	VILLA ELISA                        	000	S42300	000000001488560	000000008326575	0000000312598	0000000044656	0000000086290	000000010258679	02122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000053	
C	0000023040	A	0108A07118693	VILLA ELISA                        	000	S41329	000000000039044	000000000000000	0000000008199	0000000000000	0000000001171	000000000048414	02122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000001	
C	0000023040	A	0108A07118692	VILLA ELISA                        	000	S41329	000000000000000	000000000054253	0000000000000	0000000000000	0000000000271	000000000054524	02122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000001	
C	0000023040	A	0108A07118691	VILLA ELISA                        	000	S41329	000000000833519	000000004376613	0000000175039	0000000025007	0000000046890	000000005457068	02122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000036	
C	0000023040	A	0108A07117080	VILLA ELISA                        	000	S32300	000000000158810	000000005025637	0000000033350	0000000000000	0000000029890	000000005247687	01122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000036	
C	0000023040	A	0108A07115654	VILLA ELISA                        	000	S31329	000000000365001	000000006162848	0000000076650	0000000010951	0000000041766	000000006657216	01122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000033	
C	0000023040	A	0108A07115653	VILLA ELISA                        	000	S31329	000000000000000	000000000000001	0000000000000	0000000000000	0000000000000	000000000000001	01122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	49	000001	
C	0000023040	C	0108A01505761	VILLA ELISA                        	000	S-CON2	000000000000000	000000000352974	0000000000000	0000000000000	0000000000000	000000000352974	01122021	00000	C.A.E.A.  	31487908312936	15122021	30713911603     	48	000001	
